store,sale.date,tran.type,tran.number,tran.item.number,sku,category,qty,unit.cost,sale.amount,unit.original.retail,gross.margin,price.category,loyalty.member,customer.id
102,44989,Sale,24544,4,281560,Backpacks,1,21.84,39,88,0.44,Markdown,1,C41498
102,44989,Sale,24545,1,267578,Travel,1,22.26,44,84,0.4941,Coupon,1,C41084
102,44989,Sale,24546,1,273019,Footwear,1,31.22,59,101,0.4708,Coupon,1,C41308
102,44989,Sale,24547,1,272933,Backpacks,1,25.12,44,95,0.4291,Coupon,1,C40799
102,44990,Sale,24548,1,275705,Backpacks,1,20.1,44,77,0.5432,Coupon,1,C41833
102,44990,Sale,24549,1,275690,Footwear,1,30.34,66,116,0.5403,Markdown,1,C42233
102,44990,Sale,24550,1,267763,Footwear,1,39.18,66,126,0.4064,Coupon,0,C99999
102,44990,Sale,24551,1,276319,Footwear,1,43.33,66,126,0.3435,Coupon,1,C40319
102,44990,Sale,24551,2,279211,Backpacks,1,24.78,44,95,0.4368,Coupon,1,C40319
102,44990,Sale,24552,1,278499,Jackets,1,22.16,44,84,0.4964,Coupon,1,C40703
102,44990,Sale,24553,1,278532,Jackets,1,21.68,44,84,0.5073,Coupon,0,C99999
102,44990,Sale,24554,1,278476,Travel,1,25.62,44,102,0.4177,Coupon,0,C99999
102,44990,Sale,24555,1,278828,Jackets,1,23.54,44,84,0.465,Coupon,1,C40382
102,44990,Sale,24556,1,279090,Backpacks,1,21.58,44,88,0.5095,Markdown,0,C99999
102,44990,Sale,24557,1,278478,Travel,1,25.62,44,102,0.4177,Coupon,0,C99999
102,44990,Sale,24558,1,278491,Travel,1,23.84,44,95,0.4582,Coupon,0,C99999
102,44990,Sale,24559,1,278516,Jackets,1,21.08,44,84,0.5209,Coupon,1,C40528
102,44990,Sale,24559,2,278498,Jackets,1,22.16,44,84,0.4964,Coupon,1,C40528
102,44990,Sale,24560,1,276317,Footwear,1,43.33,66,126,0.3435,Coupon,0,C99999
102,44991,Sale,24561,1,267120,Swimwear,1,24.52,27.98,95,0.1237,Clearance,0,C99999
102,44991,Sale,24562,1,272920,Swimwear,1,22.66,39,84,0.419,Coupon,1,C42213
102,44991,Sale,24563,1,267577,Travel,1,22.26,39,84,0.4292,Coupon,0,C99999
102,44991,Sale,24564,1,278813,Jackets,1,20.62,44,84,0.5314,Coupon,0,C99999
102,44991,Sale,24565,1,264214,Footwear,1,31.71,33,116,0.0391,Clearance,0,C99999
102,44991,Sale,24565,2,273004,Footwear,1,50.09,56,153,0.1055,Coupon,0,C99999
102,44991,Sale,24566,1,278488,Travel,1,25.62,39,102,0.3431,Coupon,0,C99999
102,44991,Sale,24567,1,275710,Backpacks,1,20.1,39,77,0.4846,Coupon,0,C99999
102,44991,Sale,24567,2,282096,Sleeping Gear,1,35.08,78,154,0.5503,Coupon,0,C99999
102,44991,Sale,24568,1,275707,Backpacks,1,20.1,39,77,0.4846,Coupon,0,C99999
102,44991,Sale,24568,2,279192,Backpacks,1,24.14,39,95,0.381,Coupon,0,C99999
102,44991,Sale,24569,1,281564,Backpacks,1,21.84,44,88,0.5036,Markdown,0,C99999
102,44991,Sale,24570,1,278492,Travel,1,23.84,39,95,0.3887,Coupon,0,C99999
102,44991,Sale,24571,1,278499,Jackets,1,22.16,39,84,0.4318,Coupon,0,C99999
102,44991,Sale,24572,4,279105,Backpacks,1,21.18,44,88,0.5186,Markdown,0,C99999
102,44991,Sale,24573,1,278472,Travel,1,21.68,39,84,0.4441,Coupon,1,C40708
102,44991,Sale,24573,2,278851,Sleeping Gear,1,43.72,78,168,0.4395,Coupon,1,C40708
102,44992,Sale,24575,1,278812,Jackets,1,20.62,57,84,0.6382,Coupon,0,C99999
102,44992,Sale,24576,1,261037,Tops,1,17.32,7.19,57,-1.409,Clearance,0,C99999
102,44992,Sale,24577,1,275705,Backpacks,1,20.1,58,77,0.6534,Coupon,0,C99999
102,44992,Sale,24578,1,276318,Footwear,1,43.33,95,126,0.5439,Coupon,0,C99999
102,44992,Sale,24579,1,281514,Footwear,1,36.4,87,116,0.5816,Coupon,1,C40817
102,44992,Sale,24579,2,281511,Footwear,1,36.4,87,116,0.5816,Coupon,1,C40817
102,44993,Sale,24580,1,279362,Sleeping Gear,1,46.08,82,154,0.438,Coupon,0,C99999
102,44993,Sale,24581,1,259355,Swimwear,1,25.22,25.98,95,0.0293,Clearance,0,C99999
102,44993,Sale,24582,1,267823,Footwear,1,43.33,58,147,0.2529,Clearance,0,C99999
102,44993,Sale,24583,1,287374,Jackets,1,20.94,55,77,0.6193,Coupon,0,C99999
102,44993,Sale,24584,2,279361,Sleeping Gear,1,46.08,82,154,0.438,Coupon,1,C42272
102,44993,Sale,24585,1,282953,Sleeping Gear,1,55.16,104,210,0.4696,Markdown,0,C99999
102,44993,Sale,24586,1,281561,Backpacks,1,21.84,47,88,0.5353,Markdown,0,C99999
102,44993,Sale,24587,2,282076,Sleeping Gear,1,35.08,100,154,0.6492,Coupon,0,C99999
102,44993,Sale,24588,1,278465,Travel,1,23.84,46,95,0.4817,Coupon,0,C99999
102,44993,Sale,24588,2,278471,Travel,1,21.68,44,84,0.5073,Coupon,0,C99999
102,44994,Sale,24589,1,267584,Travel,1,25.12,51.98,95,0.5167,Clearance,0,C99999
102,44994,Sale,24590,1,278869,Sleeping Gear,1,43.72,134,168,0.6737,Coupon,0,C99999
102,44994,Sale,24591,1,264218,Footwear,1,32.07,52,116,0.3833,Clearance,1,C41221
102,44994,Sale,24592,1,227747,Jackets,1,24.62,76,95,0.6761,Coupon,1,C41106
102,44994,Sale,24592,3,278957,Sleeping Gear,1,48.28,152,190,0.6824,Coupon,1,C41106
102,44994,Sale,24593,4,259364,Swimwear,1,25.22,25.98,95,0.0293,Clearance,1,C42113
102,44994,Sale,24593,5,209467,Jackets,1,23.64,8.98,84,-1.6325,Clearance,1,C42113
102,44995,Sale,24594,1,272934,Backpacks,1,25.12,53,95,0.526,Coupon,1,C41987
102,44995,Sale,24595,1,273005,Footwear,1,50.09,71,153,0.2945,Coupon,0,C99999
102,44995,Sale,24596,1,275685,Jackets,1,23.24,53,84,0.5615,Coupon,0,C99999
102,44995,Sale,24597,1,252103,Backpacks,1,27.38,25.98,102,-0.0539,Clearance,0,C99999
102,44995,Sale,24598,1,278522,Jackets,1,22.28,47,84,0.526,Coupon,0,C99999
102,44995,Sale,24599,1,278482,Travel,1,23.84,47,95,0.4928,Coupon,0,C99999
102,44995,Sale,24600,1,239826,Tops,1,13.24,10.19,50.4,-0.2992,Clearance,0,C99999
102,44995,Sale,24601,1,279142,Backpacks,1,20.68,53,77,0.6098,Coupon,0,C99999
102,44995,Sale,24602,1,276333,Backpacks,1,23.64,53,95,0.554,Coupon,1,C40299
102,44995,Sale,24603,1,278989,Tops,1,13.24,31.8,50.4,0.5838,Coupon,1,C41073
102,44995,Sale,24603,2,279125,Backpacks,1,21.58,53,84,0.5928,Coupon,1,C41073
102,44995,Sale,24604,1,278846,Sleeping Gear,1,47.88,94,190,0.4906,Coupon,1,C41052
102,44995,Sale,24605,1,276332,Backpacks,1,23.64,53,95,0.554,Coupon,0,C99999
102,44995,Sale,24606,1,260958,Jackets,1,26.6,25.98,84,-0.0239,Clearance,0,C99999
102,44995,Sale,24607,1,275687,Jackets,1,23.24,53,84,0.5615,Coupon,0,C99999
102,44995,Sale,24608,1,279154,Backpacks,1,20.64,53,84,0.6106,Coupon,1,C40030
102,44995,Sale,24609,1,280975,Jackets,1,25,47,98,0.4681,Markdown,0,C99999
102,44995,Sale,24610,1,264222,Footwear,1,31.71,66,116,0.5195,Clearance,0,C99999
102,44995,Sale,24611,1,276300,Backpacks,1,24.62,38,95,0.3521,Coupon,1,C40366
102,44995,Sale,24611,2,276312,Footwear,1,40.72,51,126,0.2016,Coupon,1,C40366
102,44995,Sale,24611,3,278950,Sleeping Gear,1,44.12,68,168,0.3512,Coupon,1,C40366
102,44995,Sale,24611,4,287328,Tops,1,13.01,20.4,50.4,0.3624,Coupon,1,C40366
102,44995,Sale,24611,5,278807,Jackets,1,24.32,38,98,0.36,Markdown,1,C40366
102,44995,Sale,24611,6,281581,Backpacks,1,24.14,38,105,0.3647,Markdown,1,C40366
102,44996,Sale,24612,1,267611,Jackets,1,23.54,43.98,84,0.4648,Clearance,0,C99999
102,44996,Sale,24613,1,287367,Travel,1,25.52,47,102,0.457,Coupon,0,C99999
102,44996,Sale,24614,1,278956,Sleeping Gear,1,48.28,94,190,0.4864,Coupon,0,C99999
102,44996,Sale,24615,1,173700,Backpacks,1,22.95,43.98,77,0.4782,Clearance,0,C99999
102,44996,Sale,24615,2,278512,Jackets,1,24.62,53,95,0.5355,Coupon,0,C99999
102,44996,Sale,24616,1,278464,Travel,1,23.84,53,95,0.5502,Coupon,0,C99999
102,44996,Sale,24617,1,279191,Backpacks,1,24.14,53,95,0.5445,Coupon,1,C40399
102,44996,Sale,24618,1,275686,Jackets,1,23.24,53,84,0.5615,Coupon,1,C40856
102,44996,Sale,24618,2,274972,Tops,1,13.3,31.8,50.4,0.5819,Coupon,1,C40856
102,44996,Sale,24619,1,275686,Jackets,1,23.24,47,84,0.5055,Coupon,0,C99999
102,44996,Sale,24620,1,278531,Jackets,1,21.68,53,84,0.5909,Coupon,0,C99999
102,44996,Sale,24621,1,278466,Travel,1,23.84,53,95,0.5502,Coupon,0,C99999
102,44996,Sale,24622,1,278544,Jackets,1,21.86,53,84,0.5875,Coupon,0,C99999
102,44996,Sale,24623,1,245180,Jackets,1,22.06,9,84,-1.4511,Markdown,0,C99999
102,44996,Sale,24623,2,264219,Footwear,1,32.07,14,116,-1.2907,Markdown,0,C99999
102,44996,Sale,24624,1,269431,Bottoms,1,12,24.49,46.9,0.51,Clearance,0,C99999
102,44996,Sale,24625,1,278509,Jackets,1,24.62,53,95,0.5355,Coupon,0,C99999
102,44996,Sale,24626,1,276464,Footwear,1,38.48,80,126,0.519,Coupon,1,C40309
102,44996,Sale,24627,1,265062,Travel,1,23.14,23.98,84,0.035,Clearance,0,C99999
102,44996,Sale,24628,1,279124,Backpacks,1,21.58,53,84,0.5928,Coupon,0,C99999
102,44996,Sale,24629,1,278845,Sleeping Gear,1,47.88,94,190,0.4906,Coupon,0,C99999
102,44996,Sale,24630,1,281450,Sleeping Gear,1,49.24,106,210,0.5355,Markdown,1,C42266
102,44996,Sale,24630,2,261077,Bottoms,1,17.3,18.19,66.5,0.0485,Clearance,1,C42266
102,44996,Sale,24631,1,287368,Travel,1,25.52,53,102,0.5185,Coupon,1,C42347
102,44996,Sale,24632,1,267577,Travel,1,22.26,53,84,0.58,Coupon,0,C99999
102,44996,Sale,24633,1,281596,Backpacks,1,22.54,53,84,0.5747,Coupon,1,C42406
102,44996,Sale,24634,1,282857,Footwear,1,38.16,80,116,0.523,Coupon,1,C42036
102,44996,Sale,24635,1,245517,Camping Misc,1,10.22,25.98,31,0.6066,Clearance,1,C42449
102,44996,Sale,24636,1,264218,Footwear,1,32.07,14,116,-1.2907,Markdown,1,C40986
102,44996,Sale,24636,2,266656,Footwear,1,32.95,14,116,-1.3536,Markdown,1,C40986
102,44996,Sale,24637,1,278483,Travel,1,21.68,53,84,0.5909,Coupon,0,C99999
102,44996,Sale,24638,1,267646,Sleeping Gear,1,49.24,106,190,0.5355,Coupon,0,C99999
102,44996,Sale,24639,1,282858,Footwear,1,38.16,80,116,0.523,Coupon,1,C42299
102,44996,Sale,24640,1,287329,Tops,1,13.01,31.8,50.4,0.5909,Coupon,1,C42268
102,44996,Sale,24641,1,269441,Bottoms,1,12,6.3,46.9,-0.9044,Markdown,0,C99999
102,44996,Sale,24641,3,243783,Camping Misc,1,9.6,9,31,-0.0667,Markdown,0,C99999
102,44996,Sale,24642,1,272935,Backpacks,1,25.12,47,95,0.4655,Coupon,1,C41746
102,44996,Sale,24642,2,279551,Footwear,1,29.46,71,101,0.5851,Coupon,1,C41746
102,44996,Sale,24643,4,279142,Backpacks,1,20.68,53,77,0.6098,Coupon,1,C40332
102,44996,Sale,24643,6,266656,Footwear,1,32.95,14,116,-1.3536,Markdown,1,C40332
102,44996,Sale,24644,2,267139,Backpacks,1,32.78,46.98,102,0.3023,Clearance,1,C42266
102,44996,Sale,24645,1,278464,Travel,1,23.84,47,95,0.4928,Coupon,1,C42014
102,44996,Sale,24646,1,279103,Backpacks,1,21.18,47,88,0.5494,Markdown,1,C41013
102,44996,Sale,24646,2,281568,Backpacks,1,23.04,47,84,0.5098,Coupon,1,C41013
102,44997,Sale,24647,1,267646,Sleeping Gear,1,49.24,106,190,0.5355,Coupon,1,C41842
102,44997,Sale,24648,1,267785,Footwear,1,39.18,39,126,-0.0046,Clearance,0,C99999
102,44997,Sale,24649,1,282858,Footwear,1,38.16,80,116,0.523,Coupon,1,C41503
102,44997,Sale,24650,1,279114,Backpacks,1,21.58,47,88,0.5409,Markdown,1,C42219
102,44997,Sale,24651,1,276333,Backpacks,1,23.64,53,95,0.554,Coupon,1,C40840
102,44997,Sale,24652,1,279215,Backpacks,1,24.78,53,95,0.5325,Coupon,0,C99999
102,44997,Sale,24653,1,278995,Tops,1,12.95,31.8,50.4,0.5928,Coupon,1,C41965
102,44997,Sale,24654,1,278521,Jackets,1,22.28,53,84,0.5796,Coupon,0,C99999
102,44997,Sale,24655,1,282859,Footwear,1,38.16,71,116,0.4625,Coupon,0,C99999
102,44997,Sale,24656,1,279042,Tops,1,13.24,31.8,50.4,0.5838,Coupon,0,C99999
102,44997,Sale,24656,2,278503,Travel,1,25.62,53,102,0.5166,Coupon,0,C99999
102,44997,Sale,24657,1,287376,Jackets,1,20.94,53,77,0.6049,Coupon,1,C40595
102,44997,Sale,24658,1,267577,Travel,1,22.26,53,84,0.58,Coupon,0,C99999
102,44997,Sale,24659,2,276284,Jackets,1,19.9,53,77,0.6245,Coupon,0,C99999
102,44997,Sale,24660,1,278991,Tops,1,13.24,31.8,50.4,0.5838,Coupon,0,C99999
102,44998,Sale,24661,1,276311,Footwear,1,40.72,80,126,0.491,Coupon,1,C41184
102,44998,Sale,24662,1,287375,Jackets,1,20.94,53,77,0.6049,Coupon,0,C99999
102,44998,Sale,24663,1,279190,Backpacks,1,24.14,53,95,0.5445,Coupon,0,C99999
102,44998,Sale,24664,1,267595,Travel,1,22.26,53,84,0.58,Coupon,1,C40845
102,44998,Sale,24665,1,287374,Jackets,1,20.94,53,77,0.6049,Coupon,1,C40332
102,44998,Sale,24666,3,281590,Backpacks,1,24.42,53,95,0.5392,Coupon,1,C40581
102,44998,Sale,24667,1,278989,Tops,1,13.24,28.2,50.4,0.5306,Coupon,0,C99999
102,44998,Sale,24668,1,278958,Sleeping Gear,1,48.28,106,190,0.5445,Coupon,1,C40066
102,44998,Sale,24668,2,282862,Footwear,1,38.16,80,116,0.523,Coupon,1,C40066
102,44998,Sale,24669,1,279175,Backpacks,1,24.92,47,95,0.4698,Coupon,1,C41744
102,44998,Sale,24669,2,282859,Footwear,1,38.16,71,116,0.4625,Coupon,1,C41744
102,44998,Sale,24670,1,281591,Backpacks,1,24.42,53,95,0.5392,Coupon,0,C99999
102,44998,Sale,24672,1,275696,Jackets,1,23.24,53,84,0.5615,Coupon,1,C41178
102,44998,Sale,24672,2,282860,Footwear,1,38.16,80,116,0.523,Coupon,1,C41178
102,44998,Sale,24673,2,272929,Backpacks,1,22.26,53,84,0.58,Coupon,1,C40088
102,44998,Sale,24674,1,279546,Footwear,1,29.46,65,101,0.5468,Coupon,0,C99999
102,44998,Sale,24675,1,280483,Sleeping Gear,1,35.48,106,134,0.6653,Coupon,1,C40934
102,44998,Sale,24675,2,279546,Footwear,1,29.46,80,101,0.6318,Coupon,1,C40934
102,44998,Sale,24676,1,278522,Jackets,1,22.28,42,84,0.4695,Coupon,0,C99999
102,44999,Sale,24677,1,267127,Footwear,1,41.25,66,126,0.375,Clearance,1,C40251
102,44999,Sale,24677,2,281515,Footwear,1,36.4,87,116,0.5816,Coupon,1,C40251
102,44999,Sale,24678,1,267582,Travel,1,25.12,46.98,95,0.4653,Clearance,0,C99999
102,44999,Sale,24678,2,287366,Travel,1,25.52,73,102,0.6504,Coupon,0,C99999
102,44999,Sale,24679,1,281587,Backpacks,1,24.14,75,105,0.6781,Markdown,1,C40130
102,44999,Sale,24680,1,262177,Jackets,1,22.66,23.98,84,0.055,Clearance,0,C99999
102,44999,Sale,24681,1,277108,Jackets,1,24.82,95,95,0.7387,Full Price,0,C99999
102,44999,Sale,24682,1,282940,Tops,1,14.77,31.8,57,0.5355,Markdown,0,C99999
102,44999,Sale,24683,1,239429,Tops,1,10.93,10.19,46.2,-0.073,Clearance,0,C99999
102,44999,Sale,24684,1,267629,Jackets,1,23.54,43.98,84,0.4648,Clearance,1,C40582
102,44999,Sale,24684,2,224657,Tops,1,14.48,40.2,58.8,0.6397,Markdown,1,C40582
102,44999,Sale,24684,3,276470,Footwear,1,38.48,101,126,0.619,Coupon,1,C40582
102,44999,Sale,24684,4,277110,Jackets,1,24.82,76,95,0.6734,Coupon,1,C40582
102,44999,Sale,24685,1,281519,Footwear,1,36.4,80,116,0.545,Coupon,0,C99999
102,45000,Sale,24686,1,250388,Travel,1,20.7,16.98,95,-0.2191,Clearance,0,C99999
102,45000,Sale,24687,1,277109,Jackets,1,24.82,67,95,0.6296,Coupon,0,C99999
102,45000,Sale,24688,1,279202,Backpacks,1,26.96,76,95,0.6453,Coupon,1,C40918
102,45000,Sale,24689,2,277109,Jackets,1,24.82,74,95,0.6646,Coupon,0,C99999
102,45000,Sale,24690,1,278470,Travel,1,21.68,63,84,0.6559,Coupon,1,C42097
102,45000,Sale,24690,2,267577,Travel,1,22.26,63,84,0.6467,Coupon,1,C42097
102,45000,Sale,24691,2,287334,Backpacks,1,23.18,69,84,0.6641,Coupon,1,C41898
102,45000,Sale,24692,2,278486,Travel,1,25.62,91,102,0.7185,Coupon,1,C40415
102,45000,Sale,24693,2,282958,Jackets,1,27.58,81,102,0.6595,Coupon,1,C42166
102,45000,Sale,24694,1,272938,Backpacks,1,25.12,65,95,0.6135,Coupon,1,C42381
102,45000,Sale,24694,2,281600,Backpacks,1,22.54,58,84,0.6114,Coupon,1,C42381
102,45000,Sale,24695,1,280482,Sleeping Gear,1,35.48,94,134,0.6226,Coupon,0,C99999
102,45000,Sale,24695,2,278303,Footwear,1,40.9,89,147,0.5404,Markdown,0,C99999
102,45000,Sale,24696,1,281451,Sleeping Gear,1,49.24,170,210,0.7104,Markdown,0,C99999
102,45000,Sale,24697,1,287340,Jackets,1,22.26,42,84,0.47,Coupon,0,C99999
102,45000,Sale,24697,2,278472,Travel,1,21.68,42,84,0.4838,Coupon,0,C99999
102,45000,Sale,24698,1,278304,Footwear,1,40.9,63,147,0.3508,Markdown,1,C41658
102,45000,Sale,24698,2,278295,Sleeping Gear,1,43.36,84,168,0.4838,Coupon,1,C41658
102,45000,Sale,24698,4,279198,Backpacks,1,28.56,47,95,0.3923,Coupon,1,C41658
102,45000,Sale,24699,1,278305,Footwear,1,40.9,101,147,0.595,Markdown,0,C99999
102,45000,Sale,24700,1,279196,Backpacks,1,28.56,95,95,0.6994,Full Price,0,C99999
102,45000,Sale,24701,1,245180,Jackets,1,22.06,34.98,84,0.3694,Clearance,0,C99999
102,45001,Sale,24702,1,278304,Footwear,1,40.9,126,147,0.6754,Markdown,1,C40231
102,45001,Sale,24703,1,272928,Backpacks,1,22.26,84,84,0.735,Full Price,0,C99999
102,45001,Sale,24703,2,278518,Jackets,1,21.08,84,84,0.749,Full Price,0,C99999
102,45001,Sale,24704,1,279360,Sleeping Gear,1,46.08,106,154,0.5653,Coupon,1,C41004
102,45001,Sale,24705,1,278487,Travel,1,25.62,82,102,0.6876,Coupon,0,C99999
102,45001,Sale,24706,1,278302,Footwear,1,40.9,89,147,0.5404,Markdown,0,C99999
102,45001,Sale,24707,1,287333,Backpacks,1,23.18,84,84,0.724,Full Price,0,C99999
102,45001,Sale,24708,1,279547,Footwear,1,29.46,90,101,0.6727,Coupon,0,C99999
102,45001,Sale,24709,1,281559,Backpacks,1,21.84,84,88,0.74,Markdown,0,C99999
102,45001,Sale,24710,1,279175,Backpacks,1,24.92,95,95,0.7377,Full Price,0,C99999
102,45001,Sale,24710,2,273006,Footwear,1,50.09,153,153,0.6726,Full Price,0,C99999
102,45001,Sale,24711,1,277759,Backpacks,1,26.8,67,95,0.6,Coupon,1,C40960
102,45001,Sale,24711,2,282088,Sleeping Gear,1,38.2,108,162,0.6463,Markdown,1,C40960
